iter	MultiClass
158	0.1341870517
159	0.1332718903
160	0.1328876834
161	0.1326493992
162	0.1321481533
163	0.1316798241
164	0.1312454486
165	0.1303528057
166	0.1298254551
167	0.1286108887
168	0.1278224291
169	0.1267956607
170	0.1264521723
171	0.1256375495
172	0.125005673
173	0.1243295784
174	0.1235032843
175	0.1229166274
176	0.1219298414
177	0.1214223112
178	0.1209481442
179	0.1204647187
180	0.1198376865
181	0.1189191065
182	0.1182530745
183	0.1174948744
184	0.1168451347
185	0.1164179097
186	0.1159862505
187	0.1158108604
188	0.1151761244
189	0.1143887037
190	0.1138544066
191	0.1130810923
192	0.1127691966
193	0.1121999235
194	0.1119752756
195	0.1109232993
196	0.110248759
197	0.1096199349
198	0.1091316723
199	0.1085773213
200	0.1083014402
201	0.1081393108
202	0.1076396647
203	0.1071208378
204	0.1068184829
205	0.1063658267
206	0.1058858492
207	0.1056141664
208	0.1052689918
209	0.1047583575
210	0.1040959156
211	0.1037566344
212	0.1034341598
213	0.1026711478
214	0.1022712207
215	0.1020117584
216	0.1016418129
217	0.1011114626
218	0.1007025026
219	0.1003472474
220	0.09992418659
221	0.09958828033
222	0.09925953993
223	0.09875765176
224	0.09847960937
225	0.09813808306
226	0.09785237296
227	0.09747777037
228	0.09721838054
229	0.09702791375
230	0.09651158521
231	0.09632096936
232	0.09604239621
233	0.09569342869
234	0.09533338532
235	0.09509946702
236	0.09471780745
237	0.09439271988
238	0.09412331298
239	0.09385212171
240	0.09351168689
241	0.09332725858
242	0.09293520636
243	0.09265778529
244	0.09241257131
245	0.09226328158
246	0.0920209779
247	0.09174119995
248	0.09129695024
249	0.0910227671
250	0.09071004678
251	0.09057116889
252	0.09039556483
253	0.09017058596
254	0.08967559218
255	0.08920220915
256	0.0886710941
257	0.08847155945
258	0.08813357017
259	0.087650033
260	0.0874971192
261	0.08725879786
262	0.0870572504
263	0.08671449439
264	0.08626587598
265	0.08600477465
266	0.08581933516
267	0.08545588523
268	0.08530220003
269	0.08500241633
270	0.08471948363
271	0.08436409629
272	0.08393611064
273	0.08367010973
274	0.08334304877
275	0.08302531242
276	0.08267800113
277	0.08258962035
278	0.08227535827
279	0.08193200833
280	0.08161499322
281	0.08141299329
282	0.08107921003
283	0.08086978358
284	0.08065462768
285	0.08023814829
286	0.07990550447
287	0.07967280492
288	0.07940682479
289	0.07906531667
290	0.07872697081
291	0.07849281407
292	0.0779872873
293	0.07780551247
294	0.07750901199
295	0.07727774247
296	0.07699944586
297	0.07657055222
298	0.07628906976
299	0.07606599916
300	0.07587575012
301	0.07570944637
302	0.07538832142
303	0.07510341286
304	0.07477783793
305	0.07447754176
306	0.07426447405
307	0.0739749429
308	0.07372654288
309	0.07342468437
310	0.07325437809
311	0.07300157924
312	0.07275549124
313	0.07255736113
314	0.07238805786
315	0.07225385595
316	0.07203514215
317	0.07183818087
318	0.07168285629
319	0.07151858158
320	0.07116999022
321	0.07088286637
322	0.0707295982
323	0.07051013113
324	0.07036558065
325	0.07011829225
326	0.06996921545
327	0.06970348019
328	0.06947278057
329	0.06917598442
330	0.06894554562
331	0.06880864051
332	0.06858547521
333	0.06829141016
334	0.06812123035
335	0.06795187826
336	0.06775710992
337	0.06756948957
338	0.06738757069
339	0.06716993102
340	0.06692395741
341	0.06669920156
342	0.06653326032
343	0.06649392229
344	0.06640342608
345	0.0661022357
346	0.06590413887
347	0.06565195439
348	0.06543791679
349	0.06523752066
350	0.06517167546
351	0.06501217299
352	0.064788084
353	0.06461580226
354	0.06437712342
355	0.06425828743
356	0.06413102536
357	0.06397055706
358	0.06379206737
359	0.06351425005
360	0.06343470412
361	0.06328600168
362	0.06304623685
363	0.06289498575
364	0.06257210572
365	0.06244073605
366	0.06221182237
367	0.06204284219
368	0.06176478682
369	0.06153613864
370	0.06127653626
371	0.06115959832
372	0.06104059263
373	0.06076005269
374	0.0606455004
375	0.06052802629
376	0.06034338727
377	0.0601651221
378	0.06000722111
379	0.05985576611
380	0.05972143188
381	0.05952790703
382	0.05923276217
383	0.05905831927
384	0.05894161912
385	0.05873037542
386	0.05858832634
387	0.05842206539
388	0.05825906129
389	0.05815966969
390	0.05804026522
391	0.05783181163
392	0.05766948795
393	0.05748420066
394	0.05735232839
395	0.05722351551
396	0.05707820513
397	0.05692249443
398	0.05673560371
399	0.05659289518
400	0.05637534441
401	0.05612980965
402	0.0559595068
403	0.05578358116
404	0.05558063234
405	0.05535732174
406	0.05510463175
407	0.05499369925
408	0.0548384888
409	0.05473994549
410	0.05459491038
411	0.05454031925
412	0.05434419465
413	0.0542053371
414	0.05410744437
415	0.05404985658
416	0.05380655565
417	0.05372287805
418	0.05364615168
419	0.05355114448
420	0.05338458584
421	0.05324761573
422	0.05301484713
423	0.05282332838
424	0.05259504047
425	0.05242730839
426	0.05230336215
427	0.05210581565
428	0.0519766157
429	0.05186195664
430	0.05176117563
431	0.05154846133
432	0.05139012329
433	0.05128891788
434	0.0512115415
435	0.05114005476
436	0.05103541355
437	0.05098166936
438	0.05085276842
439	0.05074780716
440	0.05066303821
441	0.05057814403
442	0.05042621455
443	0.05024283047
444	0.05008010905
445	0.04995564103
446	0.04989692943
447	0.04970281394
448	0.0493829879
449	0.04926654898
450	0.04914832967
451	0.04893487134
452	0.04880634483
453	0.04873230523
454	0.04859527775
455	0.04847908897
456	0.04844437952
457	0.0482713132
458	0.04813984681
459	0.04799217448
460	0.04786930744
461	0.04778855057
462	0.0475656796
463	0.04750914604
464	0.04738511683
465	0.04730192998
466	0.04717695356
467	0.04707198443
468	0.04686613182
469	0.04676998453
470	0.0466058213
471	0.04651213943
472	0.04630298443
473	0.04618377984
474	0.04606134283
475	0.04590712496
476	0.04579346195
477	0.04570694179
478	0.04554319073
479	0.04542071436
480	0.04536472857
481	0.04527099632
482	0.04510683217
483	0.04491676419
484	0.04476112735
485	0.04467184131
486	0.04460502268
487	0.04446261751
488	0.0444255463
489	0.04437523717
490	0.04421648146
491	0.04414575063
492	0.04396417286
493	0.04386125772
494	0.04376647077
495	0.04364916545
496	0.04351350534
497	0.04343475899
498	0.04336411346
499	0.04329918014
500	0.04319737594
501	0.04307400608
502	0.0430099971
503	0.04288325104
504	0.04276880167
505	0.04262800282
506	0.0425438306
507	0.04244338986
508	0.04238166364
509	0.04229155598
510	0.0422008767
511	0.04208733722
512	0.04202754055
513	0.0418905695
514	0.04183391506
515	0.04173665254
516	0.04166067541
517	0.0415730062
518	0.0414921053
519	0.04135039519
520	0.04122669418
521	0.04114258188
522	0.04106040853
523	0.04097139125
524	0.0408500862
525	0.04075890127
526	0.04068332258
527	0.04059962243
528	0.04053415406
529	0.0404738356
530	0.04028556362
531	0.0401923953
532	0.04009579643
533	0.03998534506
534	0.03991265632
535	0.0398249189
536	0.03976512167
537	0.03965756348
538	0.03947100064
539	0.03939040723
540	0.03932334351
541	0.03924914022
542	0.03919244014
543	0.03915335343
544	0.03908085364
545	0.03901852266
546	0.03895912005
547	0.03890717541
548	0.0388041411
549	0.03861406569
550	0.0384669178
551	0.03843475336
552	0.03834425926
553	0.03822142116
554	0.03815562052
555	0.03804564141
556	0.03795030093
557	0.03788844062
558	0.03784385926
559	0.03777670785
560	0.03767985516
561	0.03759012023
562	0.03750428208
563	0.03740253279
564	0.03729545566
565	0.03719392273
566	0.0371194328
567	0.03704567693
568	0.037003612
569	0.03689263469
570	0.03678766298
571	0.03675053491
572	0.03666303656
573	0.0366037912
574	0.03647576522
575	0.03639574369
576	0.03634280924
577	0.03624328366
578	0.03618096025
579	0.03614517337
580	0.03601221742
581	0.03596386129
582	0.03589390382
583	0.0358500873
584	0.03573216607
585	0.03565883948
586	0.03559806284
587	0.03552269712
588	0.03542635903
589	0.03536864876
590	0.03527947709
591	0.03521988353
592	0.03516857927
593	0.03512761696
594	0.03501805911
595	0.03494811403
596	0.03488260429
597	0.03479155242
598	0.03473087643
599	0.03466406084
600	0.03463252684
601	0.03459214494
602	0.03452852175
603	0.03445727393
604	0.03439055931
605	0.03433721745
606	0.03427450593
607	0.03421888977
608	0.0341665198
609	0.03412848524
610	0.03408543779
611	0.03400120848
612	0.03394435987
613	0.03388352466
614	0.03381821776
615	0.03372897761
616	0.03364646975
617	0.03361539356
618	0.03357324273
619	0.03353085968
620	0.03346716968
621	0.03343109481
622	0.03339207389
623	0.03333917549
624	0.03323921581
625	0.03320914863
626	0.03317845597
627	0.03311074437
628	0.03301202702
629	0.0329593881
630	0.03289696746
631	0.03284782347
632	0.03281233297
633	0.03275155163
634	0.03267845411
635	0.03259088184
636	0.03252663116
637	0.03245944872
638	0.03238034328
639	0.03230930121
640	0.03224620241
641	0.03219114271
642	0.03209636339
643	0.03206487153
644	0.03202277398
645	0.03191081431
646	0.03182104515
647	0.03173558134
648	0.03164611771
649	0.03161328822
650	0.0315526467
651	0.03150601687
652	0.0314188289
653	0.03132957901
654	0.03125876062
655	0.03115011369
656	0.03106053375
657	0.03103464932
658	0.03099659102
659	0.0309377923
660	0.0308771198
661	0.03080412158
662	0.03077248562
663	0.03072124045
664	0.03067912216
665	0.0306094898
666	0.03055776144
667	0.03048342792
668	0.03045100859
669	0.03040973173
670	0.03030951959
671	0.03023489937
672	0.03015226143
673	0.03005143022
674	0.03001611831
675	0.02996741238
676	0.0299234292
677	0.02987677709
678	0.02983460252
679	0.02976800995
680	0.02974574177
681	0.02968550599
682	0.02962454345
683	0.02952320492
684	0.02945464242
685	0.02938768431
686	0.02931611001
687	0.02927756574
688	0.02920369597
689	0.02913222947
690	0.02909751511
691	0.02902645526
692	0.02896480239
693	0.02891994614
694	0.02887273515
695	0.02885983386
696	0.02880040188
697	0.02874448257
698	0.02868826642
699	0.02865488931
700	0.02860154892
701	0.02853542876
702	0.02848207975
703	0.02845015669
704	0.02838524748
705	0.02833282918
706	0.02828658567
707	0.02822066053
708	0.02816686431
709	0.02812212519
710	0.02805900489
711	0.02804072539
712	0.0280096902
713	0.0279621653
714	0.02791965302
715	0.02785236449
716	0.02780358559
717	0.02776002308
718	0.02769983978
719	0.02761507555
720	0.02749032113
721	0.02744537708
722	0.02738257168
723	0.02735219583
724	0.02729937311
725	0.02725454837
726	0.02722513632
727	0.02719604059
728	0.02714993668
729	0.02710614795
730	0.02706088939
731	0.0270121734
732	0.02696423394
733	0.02691937862
734	0.02687509908
735	0.02683141798
736	0.0267801074
737	0.02675360928
738	0.02669878331
739	0.02668203158
740	0.02666116714
741	0.02661350798
742	0.02652407096
743	0.02648687346
744	0.02646373741
745	0.02641116494
746	0.02636010359
747	0.02632807907
748	0.02626908243
749	0.02623477815
750	0.0262049105
751	0.02616645055
752	0.02612231559
753	0.02608368755
754	0.02605022745
755	0.02600145128
756	0.02591330596
757	0.02585262783
758	0.02580746983
759	0.02575959487
760	0.0257235964
761	0.02571370946
762	0.0256737979
763	0.02565532496
764	0.0256042783
765	0.02556702715
766	0.02551755092
767	0.02549143128
768	0.02545085603
769	0.02541320938
770	0.02538523939
771	0.02534517521
772	0.02528837522
773	0.02523332963
774	0.02520430643
775	0.02516942298
776	0.0251097325
777	0.02508604571
778	0.02504034841
779	0.02500047793
780	0.02495945391
781	0.0248549894
782	0.02480206192
783	0.02475206175
784	0.02468976581
785	0.02466452756
786	0.02464369281
787	0.02459176931
788	0.02457013385
789	0.02452847979
790	0.02450974994
791	0.02448844313
792	0.02444922159
793	0.02440053754
794	0.02436159491
795	0.02434536242
796	0.02431597108
797	0.02429167808
798	0.02425153215
799	0.02424142339
800	0.02418281975
801	0.0241496164
802	0.02410316338
803	0.02407026014
804	0.02403250386
805	0.02400822537
806	0.02392577654
807	0.02387324607
808	0.0238437849
809	0.02377479493
810	0.02373737183
811	0.02370833408
812	0.02367146685
813	0.02359717735
814	0.02356887155
815	0.02353552905
816	0.02349915483
817	0.02341388436
818	0.02337722286
819	0.02335926544
820	0.02331268317
821	0.02326728997
822	0.02321578289
823	0.02317607173
824	0.02312461947
825	0.02310254758
826	0.02306367876
827	0.02302505014
828	0.02296748864
829	0.02286547069
830	0.02283307003
831	0.02276073276
832	0.02271813836
833	0.02267844887
834	0.02264269252
835	0.02257628793
836	0.02253051909
837	0.02250406987
838	0.02244926194
839	0.02242175401
840	0.02239853042
841	0.0223835408
842	0.02235292854
843	0.02231127841
844	0.02230675508
845	0.02228519517
846	0.02225914074
847	0.02221855707
848	0.02218698872
849	0.02216202011
850	0.02212776886
851	0.02209114502
852	0.02204653212
853	0.02201848068
854	0.02197333215
855	0.02194744703
856	0.02191126125
857	0.02187155833
858	0.02185740224
859	0.02183152325
860	0.02179718554
861	0.02177637357
862	0.02174286442
863	0.02171435635
864	0.0216410518
865	0.02161337275
866	0.02153184695
867	0.02151360172
868	0.02148276195
869	0.02146475765
870	0.02141458964
871	0.02139935882
872	0.02138361325
873	0.02135988422
874	0.02132864352
875	0.02130143522
876	0.0212869515
877	0.02127291078
878	0.0212351746
879	0.02121317876
880	0.0211851831
881	0.02116381556
882	0.02115389544
883	0.02112995682
884	0.02111432855
885	0.02107858146
886	0.02101114258
887	0.02098452322
888	0.02096214171
889	0.02092092285
890	0.02088664163
891	0.02087413462
892	0.02085355601
893	0.02083834392
894	0.02081498836
895	0.02079271952
896	0.02074626039
897	0.02072177083
898	0.02070067024
899	0.02066681958
900	0.02064919228
901	0.02063235749
902	0.02060802304
903	0.02059094133
904	0.02056325287
905	0.02053844107
906	0.02051549834
907	0.02049098628
908	0.02043834827
909	0.02039831177
910	0.02037777139
911	0.02034762302
912	0.02031964646
913	0.02029001997
914	0.02021857498
915	0.02020229687
916	0.02018520112
917	0.02014801547
918	0.02011895295
919	0.02009892596
920	0.02007624005
921	0.02002688457
922	0.02000253969
923	0.01995154346
924	0.01993265539
925	0.01990525541
926	0.01986724322
927	0.01984176259
928	0.0198133271
929	0.01980115807
930	0.01974328951
931	0.01972390462
932	0.01969167635
933	0.01967736093
934	0.0196529275
935	0.01962144118
936	0.0195795207
937	0.01952418089
938	0.01949987294
939	0.01946926203
940	0.01944916035
941	0.01942000178
942	0.01937066736
943	0.01934361272
944	0.01932117755
945	0.01928736158
946	0.01926192413
947	0.01920677014
948	0.01917574134
949	0.01915044802
950	0.01911664391
951	0.01909497397
952	0.01907217729
953	0.01905605399
954	0.01903825582
955	0.01901579037
956	0.01899261394
957	0.01897606987
958	0.01893126236
959	0.01890695698
960	0.01887991141
961	0.0188528082
962	0.01882955962
963	0.01880854948
964	0.01879633301
965	0.01875287589
966	0.01873853099
967	0.01870886137
968	0.01869585944
969	0.0186724031
970	0.01864999484
971	0.01862956077
972	0.01858780941
973	0.01857130338
974	0.01854526438
975	0.01851201892
976	0.01849567223
977	0.018463542
978	0.01843030601
979	0.01840861976
980	0.01838006646
981	0.01836877242
982	0.01834966389
983	0.01830418099
984	0.01827151654
985	0.01822574137
986	0.01819795698
987	0.01816227867
988	0.01813935635
989	0.01811809213
990	0.0181037778
991	0.01807371605
992	0.01804136868
993	0.01801112228
994	0.01799005888
995	0.0179838778
996	0.01796676343
997	0.01794321796
998	0.01793222326
999	0.01791516004
